id,target_word,context_string
d001.s000.t008,reminder,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another least federal level political ticket splitting rise past half-century
d001.s000.t009,federal,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another reminder least level political ticket splitting rise past half-century
d001.s000.t010,level,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another reminder least federal political ticket splitting rise past half-century
d001.s000.t011,political,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another reminder least federal level ticket splitting rise past half-century
d001.s000.t012,rise,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another reminder least federal level political ticket splitting past half-century
d001.s000.t013,past,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another reminder least federal level political ticket splitting rise half-century
d001.s000.t014,half-century,tuesday rout gop congressional hopeful mississippus district n't back democratic presidential candidate since adlaus stevenson another reminder least federal level political ticket splitting rise past
d001.s001.t000,presidential,one election year prior percent nation congressional district choose different party candidate white house house representative
d001.s001.t001,election,one presidential year prior percent nation congressional district choose different party candidate white house house representative
d001.s001.t002,year,one presidential election prior percent nation congressional district choose different party candidate white house house representative
d001.s001.t003,percent,one presidential election year prior nation congressional district choose different party candidate white house house representative
d001.s001.t004,nation,one presidential election year prior percent congressional district choose different party candidate white house house representative
d001.s001.t005,congressional,one presidential election year prior percent nation district choose different party candidate white house house representative
d001.s001.t006,district,one presidential election year prior percent nation congressional choose different party candidate white house house representative
d001.s001.t007,choose,one presidential election year prior percent nation congressional district different party candidate white house house representative
d001.s001.t008,different,one presidential election year prior percent nation congressional district choose party candidate white house house representative
d001.s001.t009,party,one presidential election year prior percent nation congressional district choose different candidate white house house representative
d001.s001.t010,candidate,one presidential election year prior percent nation congressional district choose different party white house house representative
d001.s002.t000,percentage,routinely equal third twice percent
d001.s002.t001,equal,percentage routinely third twice percent
d001.s002.t002,percent,percentage routinely equal third twice
d001.s003.t000,know,voter tend favor republican race president congress
d001.s003.t001,voter,know tend favor republican race president congress
d001.s003.t002,tend,know voter favor republican race president congress
d001.s003.t003,favor,know voter tend republican race president congress
d001.s003.t004,republican,know voter tend favor race president congress
d001.s003.t005,race,know voter tend favor republican president congress
d001.s003.t006,president,know voter tend favor republican race congress
d001.s004.t000,presidential,every election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t001,election,every presidential past half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t002,past,every presidential election half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t003,half-century,every presidential election past except goldwater presidential candidacy gop capture greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t004,presidential,every election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t005,candidacy,every presidential election past half-century except goldwater presidential gop capture greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t006,capture,every presidential election past half-century except goldwater presidential candidacy gop greater percentage major party popular vote president congressional seat popular vote congress
d001.s004.t007,percentage,every presidential election past half-century except goldwater presidential candidacy gop capture greater major party popular vote president congressional seat popular vote congress
d001.s004.t008,major,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage party popular vote president congressional seat popular vote congress
d001.s004.t009,party,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major popular vote president congressional seat popular vote congress
d001.s004.t010,popular,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party vote president congressional seat popular vote congress
d001.s004.t011,vote,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular president congressional seat popular vote congress
d001.s004.t012,president,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote congressional seat popular vote congress
d001.s004.t013,congressional,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote president seat popular vote congress
d001.s004.t014,seat,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular vote president congressional popular vote congress
d001.s004.t015,popular,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party vote president congressional seat popular vote congress
d001.s004.t016,vote,every presidential election past half-century except goldwater presidential candidacy gop capture greater percentage major party popular president congressional seat popular vote congress
d001.s005.t000,pattern,prior nearly opposite
d001.s005.t001,opposite,prior pattern nearly
d001.s006.t000,account,result recent decade
d001.s006.t001,result,account recent decade
d001.s006.t002,recent,account result decade
d001.s006.t003,decade,account result recent
d001.s007.t000,simple,economic theory may provide least partial explanation split_personality display american voting_booth
d001.s007.t001,economic,simple theory may provide least partial explanation split_personality display american voting_booth
d001.s007.t002,theory,simple economic may provide least partial explanation split_personality display american voting_booth
d001.s007.t003,provide,simple economic theory may least partial explanation split_personality display american voting_booth
d001.s007.t004,partial,simple economic theory may provide least explanation split_personality display american voting_booth
d001.s007.t005,explanation,simple economic theory may provide least partial split_personality display american voting_booth
d001.s007.t006,split_personality,simple economic theory may provide least partial explanation display american voting_booth
d001.s007.t007,display,simple economic theory may provide least partial explanation split_personality american voting_booth
d001.s007.t008,american,simple economic theory may provide least partial explanation split_personality display voting_booth
d001.s007.t009,voting_booth,simple economic theory may provide least partial explanation split_personality display american
d001.s008.t000,theory,rely three assumption
d001.s008.t001,rely,theory three assumption
d001.s008.t002,assumption,theory rely three
d001.s009.t000,voter,-rrb- buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t001,buy,-rrb- voter one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t002,brand,-rrb- voter buy one two select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t003,select,-rrb- voter buy one two brand political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t004,political,-rrb- voter buy one two brand select agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t005,agent,-rrb- voter buy one two brand select political -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t006,republican,-rrb- voter buy one two brand select political agent -- brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t007,brand,-rrb- voter buy one two select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t008,believe_in,-rrb- voter buy one two brand select political agent -- republican brand minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t009,minimalist,-rrb- voter buy one two brand select political agent -- republican brand believe_in state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t010,state,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t011,virtue,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t012,private,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t013,market,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t014,vice,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t015,public,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t016,action,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t017,democratic,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t018,brand,-rrb- voter buy one two select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t019,believe_in,-rrb- voter buy one two brand select political agent -- republican brand minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t020,big,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in government public intervention remedy excess attendant pursuit private interest
d001.s009.t021,government,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big public intervention remedy excess attendant pursuit private interest
d001.s009.t022,public,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t023,intervention,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public remedy excess attendant pursuit private interest
d001.s009.t024,remedy,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention excess attendant pursuit private interest
d001.s009.t025,excess,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy attendant pursuit private interest
d001.s009.t026,attendant,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess pursuit private interest
d001.s009.t027,pursuit,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant private interest
d001.s009.t028,private,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private interest
d001.s009.t029,interest,-rrb- voter buy one two brand select political agent -- republican brand believe_in minimalist state virtue private market vice public action democratic brand believe_in big government public intervention remedy excess attendant pursuit private
d001.s010.t000,congressional,-rrb- representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t001,representative,-rrb- congressional two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t002,have,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t003,basic,-rrb- congressional representative two responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t004,responsibility,-rrb- congressional representative two basic vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t005,vote,-rrb- congressional representative two basic responsibility office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t006,office,-rrb- congressional representative two basic responsibility vote -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t007,deal,-rrb- congressional representative two basic responsibility vote office -- national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t008,national,-rrb- congressional representative two basic responsibility vote office -- deal issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t009,issue,-rrb- congressional representative two basic responsibility vote office -- deal national -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t010,action,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t011,cast,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t012,roll_call,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t013,vote,-rrb- congressional representative two basic responsibility office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t014,legislation,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t015,impose,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t016,cost,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t017,confer,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t018,benefit,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t019,population,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t020,attend_to,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t021,local,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t022,issue,-rrb- congressional representative two basic responsibility vote office -- deal national -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service pork_barrel -rrb-
d001.s010.t023,constituency,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- service pork_barrel -rrb-
d001.s010.t024,service,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency pork_barrel -rrb-
d001.s010.t025,pork_barrel,-rrb- congressional representative two basic responsibility vote office -- deal national issue -lrb- programmatic action cast roll_call vote legislation impose cost and/or confer benefit population large -rrb- attend_to local issue -lrb- constituency service -rrb-
d001.s011.t000,republican,-rrb- congressional representative belief minimalist state less willing engage local benefit-seeking democratic member congress
d001.s011.t001,congressional,-rrb- republican representative belief minimalist state less willing engage local benefit-seeking democratic member congress
d001.s011.t002,representative,-rrb- republican congressional belief minimalist state less willing engage local benefit-seeking democratic member congress
d001.s011.t003,belief,-rrb- republican congressional representative minimalist state less willing engage local benefit-seeking democratic member congress
d001.s011.t004,minimalist,-rrb- republican congressional representative belief state less willing engage local benefit-seeking democratic member congress
d001.s011.t005,state,-rrb- republican congressional representative belief minimalist less willing engage local benefit-seeking democratic member congress
d001.s011.t006,willing,-rrb- republican congressional representative belief minimalist state less engage local benefit-seeking democratic member congress
d001.s011.t007,engage,-rrb- republican congressional representative belief minimalist state less willing local benefit-seeking democratic member congress
d001.s011.t008,local,-rrb- republican congressional representative belief minimalist state less willing engage benefit-seeking democratic member congress
d001.s011.t009,democratic,-rrb- republican congressional representative belief minimalist state less willing engage local benefit-seeking member congress
d001.s011.t010,member,-rrb- republican congressional representative belief minimalist state less willing engage local benefit-seeking democratic congress
d001.s012.t000,assumption,hold voter race congress face economic theory call prisoner dilemma incentive margin lean democratic
d001.s012.t001,hold,assumption voter race congress face economic theory call prisoner dilemma incentive margin lean democratic
d001.s012.t002,voter,assumption hold race congress face economic theory call prisoner dilemma incentive margin lean democratic
d001.s012.t003,race,assumption hold voter congress face economic theory call prisoner dilemma incentive margin lean democratic
d001.s012.t004,face,assumption hold voter race congress economic theory call prisoner dilemma incentive margin lean democratic
d001.s012.t005,economic,assumption hold voter race congress face theory call prisoner dilemma incentive margin lean democratic
d001.s012.t006,theory,assumption hold voter race congress face economic call prisoner dilemma incentive margin lean democratic
d001.s012.t007,have,assumption hold voter race congress face economic theory call prisoner dilemma incentive margin lean democratic
d001.s012.t008,incentive,assumption hold voter race congress face economic theory call prisoner dilemma margin lean democratic
d001.s012.t009,margin,assumption hold voter race congress face economic theory call prisoner dilemma incentive lean democratic
d001.s012.t010,lean,assumption hold voter race congress face economic theory call prisoner dilemma incentive margin democratic
d001.s012.t011,democratic,assumption hold voter race congress face economic theory call prisoner dilemma incentive margin lean
d001.s013.t000,put,republican office acquire less term local benefit select legislator relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t001,office,put republican acquire less term local benefit select legislator relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t002,acquire,put republican office less term local benefit select legislator relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t003,local,put republican office acquire less term benefit select legislator relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t004,benefit,put republican office acquire less term local select legislator relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t005,legislator,put republican office acquire less term local benefit select relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t006,powerless,put republican office acquire less term local benefit select legislator relatively prevent legislator bring home bacon respective constituency
d001.s013.t007,prevent,put republican office acquire less term local benefit select legislator relatively powerless legislator bring home bacon respective constituency
d001.s013.t008,other,put republican office acquire less term local benefit select legislator relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t009,legislator,put republican office acquire less term local benefit select relatively powerless prevent legislator bring home bacon respective constituency
d001.s013.t010,bring,put republican office acquire less term local benefit select legislator relatively powerless prevent legislator home bacon respective constituency
d001.s013.t011,home,put republican office acquire less term local benefit select legislator relatively powerless prevent legislator bring bacon respective constituency
d001.s013.t012,respective,put republican office acquire less term local benefit select legislator relatively powerless prevent legislator bring home bacon constituency
d001.s013.t013,constituency,put republican office acquire less term local benefit select legislator relatively powerless prevent legislator bring home bacon respective
d001.s014.t000,legislator,one come_to national policy making
d001.s014.t001,come_to,legislator one national policy making
d001.s014.t002,national,legislator one come_to policy making
d001.s014.t003,policy,legislator one come_to national making
d001.s014.t004,making,legislator one come_to national policy
d001.s015.t000,race,white house voter incentive margin lean republican
d001.s015.t001,voter,race white house incentive margin lean republican
d001.s015.t002,incentive,race white house voter margin lean republican
d001.s015.t003,margin,race white house voter incentive lean republican
d001.s015.t004,lean,race white house voter incentive margin republican
d001.s016.t000,president,although gop may limit local benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t001,limit,although gop president may local benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t002,local,although gop president may limit benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t003,benefit,although gop president may limit local voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t004,voter,although gop president may limit local benefit particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t005,particular,although gop president may limit local benefit voter district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t006,district,although gop president may limit local benefit voter particular president also likely effective prevent district legislator bring_home local benefit
d001.s016.t007,such,although gop president may limit local benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t008,president,although gop may limit local benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t009,likely,although gop president may limit local benefit voter particular district president also effective prevent district legislator bring_home local benefit
d001.s016.t010,effective,although gop president may limit local benefit voter particular district president also likely prevent district legislator bring_home local benefit
d001.s016.t011,prevent,although gop president may limit local benefit voter particular district president also likely effective district legislator bring_home local benefit
d001.s016.t012,other,although gop president may limit local benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t013,district,although gop president may limit local benefit voter particular president also likely effective prevent district legislator bring_home local benefit
d001.s016.t014,legislator,although gop president may limit local benefit voter particular district president also likely effective prevent district bring_home local benefit
d001.s016.t015,bring_home,although gop president may limit local benefit voter particular district president also likely effective prevent district legislator local benefit
d001.s016.t016,local,although gop president may limit benefit voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s016.t017,benefit,although gop president may limit local voter particular district president also likely effective prevent district legislator bring_home local benefit
d001.s017.t000,individual,voter standing consequently enhance lower tax
d001.s017.t001,voter,individual standing consequently enhance lower tax
d001.s017.t002,standing,individual voter consequently enhance lower tax
d001.s017.t003,enhance,individual voter standing consequently lower tax
d001.s017.t004,tax,individual voter standing consequently enhance lower
d001.s018.t000,theory,exceedingly simple appear explain several thing
d001.s018.t001,simple,theory exceedingly appear explain several thing
d001.s018.t002,appear,theory exceedingly simple explain several thing
d001.s018.t003,explain,theory exceedingly simple appear several thing
d001.s018.t004,several,theory exceedingly simple appear explain thing
d001.s018.t005,thing,theory exceedingly simple appear explain several
d001.s019.t000,increase,first ticket splitting take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t001,take,first ticket splitting increase peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t002,peculiar,first ticket splitting increase take pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t003,pattern,first ticket splitting increase take peculiar past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t004,past,first ticket splitting increase take peculiar pattern half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t005,half-century,first ticket splitting increase take peculiar pattern past prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t006,election,first ticket splitting increase take peculiar pattern past half-century prior franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t007,president,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t008,advent,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t009,government,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t010,occupy,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government much smaller role society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t011,role,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller society prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t012,society,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role prisoner dilemma problem confront voter race congress considerably less severe
d001.s019.t013,problem,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma confront voter race congress considerably less severe
d001.s019.t014,confront,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem voter race congress considerably less severe
d001.s019.t015,voter,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront race congress considerably less severe
d001.s019.t016,race,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter congress considerably less severe
d001.s019.t017,severe,first ticket splitting increase take peculiar pattern past half-century prior election franklin roosevelt president advent new deal government occupy much smaller role society prisoner dilemma problem confront voter race congress considerably less
d001.s020.t000,explain,second voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t001,voter,second explain hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t002,hold,second explain voter congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t003,disdain,second explain voter hold congress generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t004,love,second explain voter hold congress disdain generally congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t005,own,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t006,congressional,second explain voter hold congress disdain generally love representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t007,representative,second explain voter hold congress disdain generally love congressional individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t008,individual,second explain voter hold congress disdain generally love congressional representative legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t009,legislator,second explain voter hold congress disdain generally love congressional representative individual constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t010,constituent,second explain voter hold congress disdain generally love congressional representative individual legislator appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t011,appreciate,second explain voter hold congress disdain generally love congressional representative individual legislator constituent specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t012,specific,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t013,benefit,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific legislator win overall cost associate every legislator likewise constituency
d001.s020.t014,legislator,second explain voter hold congress disdain generally love congressional representative individual constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
d001.s020.t015,win,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator overall cost associate every legislator likewise constituency
d001.s020.t016,overall,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win cost associate every legislator likewise constituency
d001.s020.t017,cost,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall associate every legislator likewise constituency
d001.s020.t018,associate,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost every legislator likewise constituency
d001.s020.t019,other,second explain voter hold congress disdain generally love congressional representative individual legislator constituent appreciate specific benefit legislator win overall cost associate every legislator likewise constituency
